id,pid,ms_subclass,ms_zoning,lot_area,street,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,exter_qual,exter_cond,foundation,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,misc_val,mo_sold,yr_sold,sale_type,saleprice
1839,533208020,120,FV,3606,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1352,0,0,1352,2,0,2,1,Gd,5,Typ,1,Y,0,241,0,0,0,0,0,8,2007,New,194000
2057,905104170,20,RL,8978,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,Plywood,Plywood,TA,TA,PConc,GasA,TA,Y,SBrkr,948,0,0,948,1,0,3,1,TA,6,Typ,0,Y,147,0,0,0,0,0,0,5,2007,WD ,108000
558,532354230,20,RL,9079,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1961,1961,Gable,CompShg,Wd Sdng,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,864,0,0,864,1,0,2,1,TA,5,Typ,0,Y,158,0,0,0,0,0,0,7,2009,WD ,122000
2731,905351045,150,RL,1700,Pave,Reg,HLS,AllPub,Inside,Gtl,ClearCr,Norm,Norm,Twnhs,1.5Fin,7,5,1980,1981,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,TA,Y,SBrkr,880,680,140,1700,2,1,2,1,Gd,7,Typ,0,Y,188,36,0,0,200,0,0,4,2006,WD ,148400
791,905451340,20,RL,9571,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,3,1958,1958,Gable,CompShg,BrkComm,Brk Cmn,TA,Fa,CBlock,GasA,TA,Y,FuseA,1276,0,0,1276,1,0,3,1,TA,5,Mod,0,Y,0,0,0,0,0,0,0,6,2009,COD,60000
1421,906223110,20,RL,9938,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,1994,1994,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1626,0,0,1626,2,1,3,1,Gd,7,Typ,1,Y,424,40,0,0,0,0,0,4,2008,WD ,226500
2881,911175430,20,C (all),9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,AsbShng,TA,TA,CBlock,GasA,TA,N,FuseA,480,0,0,480,0,0,1,1,TA,4,Typ,0,Y,0,0,0,0,0,0,0,10,2006,WD ,35311
2820,908103310,90,RL,7840,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1975,1975,Flat,Tar&Grv,Plywood,Wd Shng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1012,0,0,1012,2,0,4,0,TA,4,Typ,0,Y,0,0,0,0,0,0,0,10,2006,WD ,127500
1609,923426010,20,RL,12395,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1984,1984,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,889,0,0,889,1,0,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,4,2008,WD ,137500
1495,908151040,80,RL,9638,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1117,0,0,1117,1,0,3,1,TA,6,Typ,1,Y,292,0,0,0,0,0,0,11,2008,WD ,147000
2388,528118020,60,RL,13418,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1132,1320,0,2452,3,1,4,1,Gd,9,Typ,1,Y,113,32,0,0,0,0,0,9,2006,WD ,309000
938,909475040,20,RL,17597,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,Gd,Gd,CBlock,GasA,TA,Y,SBrkr,2365,0,0,2365,2,0,3,1,Ex,7,Min1,2,Y,200,144,0,0,0,0,0,7,2009,WD ,315000
1194,534202130,20,RL,8872,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,Ex,Y,SBrkr,912,0,0,912,1,0,2,1,Gd,5,Typ,0,Y,0,240,0,0,0,0,0,12,2008,WD ,147000
2429,528228575,120,RL,3982,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1567,0,0,1567,2,0,1,1,Ex,7,Typ,1,Y,312,0,0,0,0,0,0,10,2006,New,264561
1937,535325280,80,RL,7134,Pave,Reg,Bnk,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,SLvl,5,5,1955,1955,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1360,0,0,1360,1,0,3,1,TA,6,Min1,1,Y,0,50,0,0,0,0,0,2,2007,WD ,130000
1847,533221100,160,FV,2117,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,769,756,0,1525,2,1,3,1,Gd,5,Typ,1,Y,0,0,0,0,0,0,0,6,2007,WD ,177000
1550,910203090,50,RM,8155,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,7,1930,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,FuseA,780,420,0,1200,1,0,4,1,TA,7,Typ,0,Y,0,0,96,0,0,0,0,7,2008,WD ,119000
2705,904302030,20,RL,5500,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1Story,7,5,2004,2004,Shed,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1073,0,0,1073,2,0,2,1,TA,4,Typ,0,Y,0,120,0,0,0,0,0,5,2006,WD ,157000
2713,905106210,20,RL,11553,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1159,0,0,1159,1,1,3,1,TA,7,Typ,1,Y,466,0,0,0,0,0,0,7,2006,WD ,158000
1938,535325320,50,RL,7150,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,4,1955,1955,Gable,CompShg,MetalSd,MetalSd,TA,TA,PConc,GasA,Gd,Y,SBrkr,1040,500,0,1540,1,0,4,1,Fa,7,Typ,0,Y,0,0,0,0,0,0,0,8,2007,WD ,115000
1819,532353120,20,RL,6285,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,894,0,0,894,1,0,2,1,TA,5,Typ,0,Y,192,0,0,0,0,0,0,3,2007,WD ,120750
23,527368020,60,FV,7500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,814,860,0,1674,2,1,3,1,Gd,7,Typ,0,Y,0,96,0,0,0,0,0,1,2010,WD ,216000
2289,923228250,160,RM,2001,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,Fa,Y,SBrkr,546,546,0,1092,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,1,2007,WD ,75000
1156,532477030,20,RL,19508,Pave,Reg,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,6,5,1974,1974,Gable,CompShg,HdBoard,ImStucc,TA,TA,CBlock,GasA,TA,Y,SBrkr,1430,0,0,1430,2,0,3,1,TA,6,Typ,2,Y,117,108,165,0,0,0,0,7,2008,WD ,192000
2717,905107300,80,RL,7176,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,6,1978,1978,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,Fa,Y,SBrkr,1040,0,0,1040,1,0,3,1,TA,6,Typ,1,Y,131,0,0,0,180,0,0,7,2006,WD ,160500
2101,906378170,20,RL,10652,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1494,0,0,1494,2,0,3,1,Gd,7,Typ,1,Y,160,33,0,0,0,0,0,8,2007,New,279500
1377,905100020,85,RL,11235,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Feedr,Norm,1Fam,SFoyer,5,6,1963,1963,Gable,CompShg,HdBoard,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,SBrkr,1075,0,0,1075,1,0,3,1,Gd,6,Typ,0,Y,64,0,0,0,64,0,0,5,2008,WD ,148000
1381,905104110,20,RL,10265,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1967,2005,Gable,CompShg,HdBoard,HdBoard,TA,Fa,CBlock,GasA,Ex,Y,SBrkr,992,0,0,992,1,0,3,1,Gd,6,Typ,0,Y,204,0,0,0,0,0,600,7,2008,WD ,145000
2502,533127080,60,RL,14541,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1993,1993,Gable,CompShg,MetalSd,MetalSd,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,1352,1168,0,2520,2,1,5,1,Gd,10,Typ,1,Y,209,55,0,0,0,0,0,11,2006,WD ,310000
2609,535402100,80,RL,10184,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1146,0,0,1146,1,0,3,1,TA,6,Typ,1,Y,345,75,0,0,0,0,0,6,2006,WD ,165000
505,528390100,60,RL,46589,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,1994,2005,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1686,762,0,2448,2,1,4,1,Gd,8,Typ,1,Y,517,76,0,0,0,0,0,7,2009,WD ,402000
1126,528478040,60,FV,10625,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1026,932,0,1958,2,1,3,1,Gd,9,Typ,1,Y,154,210,0,0,0,0,0,7,2008,WD ,250000
2914,923226180,180,RM,1470,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SFoyer,4,6,1970,1970,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,GasA,TA,Y,SBrkr,630,0,0,630,1,0,1,1,TA,3,Typ,0,Y,0,0,0,0,0,0,0,4,2006,WD ,73000
393,527401160,90,RL,9000,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,2Story,5,5,1974,1974,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,896,896,0,1792,2,2,4,2,TA,8,Typ,0,Y,32,45,0,0,0,0,0,9,2009,WD ,136000
2405,528180080,120,RL,5911,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1565,0,0,1565,2,0,2,1,Ex,6,Typ,1,Y,196,56,0,0,0,0,0,3,2006,WD ,282500
67,528445060,20,RL,8987,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1595,0,0,1595,2,0,2,1,Gd,6,Typ,1,Y,144,0,0,0,0,0,0,5,2010,WD ,221500
2227,909452102,20,RL,17871,Pave,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Gd,Y,SBrkr,1680,0,0,1680,2,0,4,1,Gd,7,Typ,0,Y,152,0,0,0,0,0,0,6,2007,WD ,170000
669,535402270,20,RL,11500,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,4,1967,1967,Gable,CompShg,HdBoard,HdBoard,Fa,TA,CBlock,GasA,Gd,Y,SBrkr,1040,0,0,1040,1,0,3,1,TA,6,Min1,1,Y,0,0,156,0,0,0,0,5,2009,WD ,163000
1772,528364110,60,RL,12257,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1328,1203,0,2531,2,1,4,1,Gd,9,Typ,1,Y,222,98,0,0,0,0,0,11,2007,WD ,290000
1775,528376010,60,RL,9044,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,GasA,Ex,Y,SBrkr,1335,1203,0,2538,2,1,4,1,Gd,8,Typ,1,Y,198,92,0,0,0,0,0,5,2007,WD ,330000
403,527450280,160,RM,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,483,504,0,987,1,1,2,1,TA,5,Typ,0,Y,0,0,0,0,0,0,0,7,2009,WD ,111000
2792,907254050,60,RL,9468,Pave,IR2,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,840,915,0,1755,2,1,3,1,TA,7,Typ,1,Y,176,73,0,0,0,0,0,8,2006,WD ,214000
1247,535302130,20,RL,9373,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1953,1953,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1152,0,0,1152,1,1,3,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,5,2008,WD ,137500
384,527364030,60,FV,7000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1016,868,0,1884,2,1,3,1,Ex,7,Typ,1,Y,0,35,0,0,0,0,0,6,2009,WD ,240900
91,533130020,60,RL,10186,Pave,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1061,862,0,1923,2,1,3,1,Gd,8,Typ,1,Y,240,39,0,0,0,0,0,6,2010,WD ,190000
863,907250070,20,RL,11664,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1611,0,0,1611,2,0,3,1,Gd,6,Typ,0,Y,262,93,0,0,0,0,0,9,2009,WD ,250000
1857,533252130,20,RL,10768,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,5,8,1976,2004,Gable,CompShg,Plywood,Plywood,Gd,Gd,CBlock,GasA,TA,Y,SBrkr,1437,0,0,1437,2,0,3,1,Gd,6,Typ,1,Y,0,21,0,0,180,0,0,7,2007,WD ,218000
1870,534151180,60,RL,10530,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1091,984,0,2075,2,1,3,1,Gd,8,Typ,1,Y,235,86,0,0,0,0,0,8,2007,WD ,255000
2318,527108020,20,RL,14859,Pave,IR1,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1670,0,0,1670,2,0,3,1,Gd,7,Typ,1,Y,144,60,0,0,0,0,0,8,2006,New,240000
2100,906378150,20,RL,10481,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,8,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,2140,0,0,2140,2,1,3,1,Gd,8,Typ,0,Y,136,32,0,0,0,0,0,6,2007,New,360000
1213,534403080,80,RL,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,8,1965,1999,Gable,CompShg,BrkFace,BrkFace,TA,Gd,PConc,GasA,Gd,Y,SBrkr,1265,0,0,1265,2,0,3,1,Gd,6,Typ,1,Y,0,92,0,96,0,0,0,10,2008,WD ,179900
2046,904101070,50,RL,18030,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,5,6,1946,1994,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,TA,Y,SBrkr,1636,971,479,3086,3,0,3,1,Ex,12,Maj1,1,Y,122,0,0,0,0,0,0,3,2007,WD ,200500
710,902205030,50,RM,5925,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,3,6,1910,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,BrkTil,Grav,Fa,N,SBrkr,600,368,0,968,1,0,2,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,5,2009,WD ,37900
2268,916455050,20,RL,6718,Pave,IR1,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1312,0,0,1312,2,0,2,1,Gd,5,Typ,0,Y,256,28,0,0,0,0,0,1,2007,WD ,180500
816,906230010,90,RL,11855,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,2Story,7,5,2000,2000,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,Ex,Y,SBrkr,1168,1619,0,2787,4,2,6,2,TA,8,Typ,2,Y,312,0,0,0,0,0,0,10,2009,WD ,269500
1616,527105140,60,RL,12394,Pave,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,847,886,0,1733,2,1,3,1,Gd,7,Typ,1,Y,100,48,0,0,0,0,0,10,2007,WD ,225000
2233,910200110,50,RM,7000,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,7,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,GasA,Gd,Y,FuseA,720,495,0,1215,1,0,3,1,Gd,6,Typ,0,Y,0,0,30,0,0,0,0,5,2007,WD ,141000
439,528120030,20,RL,10367,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Ex,TA,PConc,GasA,Ex,Y,SBrkr,1743,0,0,1743,2,0,3,1,Ex,8,Typ,1,Y,168,45,0,0,0,0,0,6,2009,ConLI,335000
260,907200280,20,RL,15240,Pave,IR1,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,8,1977,2004,Gable,CompShg,CemntBd,CmentBd,Gd,Gd,CBlock,GasA,Ex,Y,SBrkr,1026,0,0,1026,1,1,3,1,TA,5,Typ,0,Y,316,85,0,0,0,0,0,6,2010,WD ,150000
2523,533350050,20,RL,50271,Pave,IR1,Low,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,1Story,9,5,1981,1987,Gable,WdShngl,WdShing,Wd Shng,Gd,TA,CBlock,GasA,Gd,Y,SBrkr,1842,0,0,1842,0,1,0,1,Gd,5,Typ,1,Y,857,72,0,0,0,0,0,11,2006,WD ,385000
627,535125090,60,RL,13600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1990,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1186,800,0,1986,2,1,3,1,TA,7,Typ,3,Y,0,42,0,0,189,0,0,10,2009,WD ,205000
251,906380190,20,RL,6762,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1208,0,0,1208,2,0,2,1,Gd,6,Typ,0,Y,105,61,0,0,0,0,0,2,2010,WD ,206000
2163,907414060,20,RL,8500,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1422,0,0,1422,2,0,3,1,Gd,7,Typ,0,Y,192,60,0,0,0,0,0,11,2007,WD ,179600
2819,908102330,20,RL,8877,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,TA,Y,FuseF,1220,0,0,1220,1,0,2,1,TA,6,Typ,0,Y,0,0,0,0,0,0,0,4,2006,COD,102000
1025,527326130,20,RL,15611,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,GasA,TA,Y,SBrkr,1126,0,0,1126,2,0,3,1,Ex,6,Typ,0,Y,180,0,0,0,0,0,0,3,2008,WD ,175000
2592,535327210,20,RL,13300,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,2001,Hip,CompShg,Wd Sdng,VinylSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1384,0,0,1384,1,0,2,1,TA,6,Min1,0,Y,75,0,0,323,0,0,400,6,2006,WD ,159000
1491,908103280,20,RL,6500,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,6,1976,1976,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1127,0,0,1127,1,1,3,1,TA,6,Typ,1,Y,0,0,138,0,0,0,0,5,2008,WD ,135000
2742,905452140,50,RL,9525,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1216,639,0,1855,2,0,4,1,TA,7,Typ,0,Y,182,0,0,0,0,0,0,10,2006,WD ,136900
2497,532378160,20,RL,6993,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,Plywood,TA,TA,CBlock,GasA,TA,Y,SBrkr,1236,0,0,1236,1,0,3,1,TA,6,Typ,1,Y,0,0,0,0,0,0,0,6,2006,WD ,135000
495,528315090,60,RL,9430,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1268,1097,0,2365,2,1,3,1,Gd,8,Typ,1,Y,0,128,0,0,180,0,0,7,2009,WD ,337000
2528,534128210,60,RL,11029,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,6,7,1968,1984,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,GasA,TA,Y,SBrkr,1512,1142,0,2654,2,1,4,1,Gd,9,Typ,1,Y,0,65,0,0,222,0,0,8,2006,WD ,250000
1033,527380240,60,RL,14311,Pave,IR1,Lvl,AllPub,FR3,Gtl,NWAmes,Norm,Norm,1Fam,2Story,8,5,1996,1996,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,1236,1104,0,2340,2,1,4,1,Gd,9,Typ,1,Y,192,180,218,0,0,0,0,6,2008,WD ,306000
764,904301070,90,RL,10800,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1987,1988,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,GasA,TA,Y,SBrkr,1200,0,0,1200,3,0,3,1,TA,5,Typ,0,Y,120,0,0,0,0,0,0,3,2009,WD ,179000
1165,533212150,160,FV,3604,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,GasA,Ex,Y,SBrkr,703,689,0,1392,2,0,2,1,Gd,5,Typ,0,Y,0,102,0,0,0,0,0,2,2008,WD ,146000
2037,903457040,50,RM,10320,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,5,1915,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,GasA,Gd,Y,SBrkr,1138,1042,0,2180,1,1,3,1,TA,7,Typ,1,N,0,0,170,0,0,0,0,5,2007,WD ,161000
